Date,NR,WR,SR,ER,NER,TOTAL
01-Jan-16,835,959,741,329,37,2901
02-Jan-16,837,975,752,326,38,2928
03-Jan-16,822,961,732,328,38,2882
04-Jan-16,843,984,774,335,37,2972
05-Jan-16,850,994,779,336,38,2996
06-Jan-16,853,996,794,333,38,3013
07-Jan-16,853,993,792,328,39,3005
08-Jan-16,848,982,794,328,38,2990
09-Jan-16,850,981,768,322,35,2956
10-Jan-16,832,959,749,316,36,2892
11-Jan-16,849,979,772,321,39,2960
12-Jan-16,861,989,790,336,39,3014
13-Jan-16,846,990,794,339,39,3008
14-Jan-16,814,934,780,339,40,2907
15-Jan-16,812,940,716,340,38,2847
16-Jan-16,804,956,704,335,38,2837
17-Jan-16,821,936,691,327,38,2812
18-Jan-16,843,935,758,331,38,2905
19-Jan-16,852,903,772,316,38,2881
20-Jan-16,847,907,776,311,38,2879
21-Jan-16,857,906,779,312,38,2893
22-Jan-16,860,921,782,317,39,2918
23-Jan-16,859,931,777,326,39,2932
24-Jan-16,844,919,751,326,38,2878
25-Jan-16,866,944,788,312,38,2948
26-Jan-16,827,891,760,308,37,2823
27-Jan-16,859,941,803,329,39,2971
28-Jan-16,861,967,824,339,38,3029
29-Jan-16,854,965,826,340,38,3022
30-Jan-16,847,975,812,334,39,3008
31-Jan-16,816,960,774,327,38,2915
01-Feb-16,833,981,803,326,39,2982
02-Feb-16,845,986,813,331,39,3014
03-Feb-16,852,986,826,336,39,3039
04-Feb-16,852,981,826,326,39,3023
05-Feb-16,862,982,814,326,39,3022
06-Feb-16,844,978,823,326,39,3010
07-Feb-16,811,953,784,325,38,2910
08-Feb-16,822,970,835,328,38,2993
09-Feb-16,849,990,845,327,37,3048
10-Feb-16,849,992,848,325,38,3052
11-Feb-16,841,987,853,319,38,3038
12-Feb-16,844,982,858,328,39,3051
13-Feb-16,832,976,849,326,39,3021
14-Feb-16,819,949,801,320,38,2927
15-Feb-16,834,977,838,331,38,3018
16-Feb-16,861,984,842,334,39,3059
17-Feb-16,853,995,849,338,38,3074
18-Feb-16,830,1002,847,343,38,3060
19-Feb-16,833,1007,857,353,38,3088
20-Feb-16,787,1014,863,346,39,3048
21-Feb-16,767,989,834,346,36,2972
22-Feb-16,791,1002,872,357,35,3057
23-Feb-16,822,1013,874,354,37,3100
24-Feb-16,839,1018,882,344,37,3120
25-Feb-16,839,1007,886,348,36,3115
26-Feb-16,856,1003,887,340,37,3123
27-Feb-16,859,998,874,331,36,3098
28-Feb-16,822,983,835,332,35,3006
29-Feb-16,853,993,867,342,38,3093
01-Mar-16,869,1000,870,347,38,3124
02-Mar-16,863,1011,876,351,38,3139
03-Mar-16,872,1002,879,355,38,3146
04-Mar-16,850,992,891,358,38,3128
05-Mar-16,772,997,880,353,38,3040
06-Mar-16,700,964,846,350,35,2896
07-Mar-16,765,973,878,354,35,3004
08-Mar-16,777,1003,887,356,37,3060
09-Mar-16,814,1022,901,368,37,3142
10-Mar-16,819,1032,899,370,39,3158
11-Mar-16,802,1038,902,368,39,3149
12-Mar-16,702,1006,893,372,39,3011
13-Mar-16,734,968,887,370,37,2997
14-Mar-16,734,968,887,370,37,2997
15-Mar-16,764,995,898,363,38,3058
16-Mar-16,783,990,901,362,36,3072
17-Mar-16,787,1015,905,365,39,3111
18-Mar-16,795,1021,907,364,39,3126
19-Mar-16,808,1011,904,362,40,3125
20-Mar-16,778,992,868,368,38,3043
21-Mar-16,796,1023,908,366,35,3128
22-Mar-16,782,1034,930,365,36,3147
23-Mar-16,812,1015,923,349,39,3138
24-Mar-16,743,886,920,351,37,2938
25-Mar-16,765,960,920,359,39,3042
26-Mar-16,784,1021,917,362,40,3124
27-Mar-16,776,979,879,365,40,3039
28-Mar-16,811,986,901,362,33,3093
29-Mar-16,822,1026,925,364,33,3170
30-Mar-16,807,1030,921,371,39,3168
31-Mar-16,843,1033,922,366,33,3197
01-Apr-16,853,1023,925,353,33,3188
02-Apr-16,857,1032,925,357,37,3209
03-Apr-16,850,1020,889,351,38,3147
04-Apr-16,870,1046,918,366,37,3237
05-Apr-16,872,1039,928,373,34,3246
06-Apr-16,862,1036,930,379,34,3241
07-Apr-16,851,1045,932,384,35,3246
08-Apr-16,856,1023,916,387,34,3217
09-Apr-16,849,1035,899,389,36,3209
10-Apr-16,822,1026,866,388,37,3139
11-Apr-16,842,1055,910,391,37,3235
12-Apr-16,837,1070,933,392,36,3268
13-Apr-16,849,1073,944,394,36,3295
14-Apr-16,870,1071,928,399,32,3301
15-Apr-16,885,1064,932,403,30,3313
16-Apr-16,912,1066,937,406,29,3350
17-Apr-16,896,1031,884,404,31,3245
18-Apr-16,937,1066,924,409,32,3369
19-Apr-16,942,1080,939,408,32,3400
20-Apr-16,936,1083,941,409,32,3401
21-Apr-16,913,1068,944,403,30,3357
22-Apr-16,925,1037,925,402,32,3321
23-Apr-16,927,1037,931,403,31,3329
24-Apr-16,889,1017,886,399,29,3221
25-Apr-16,920,1048,919,402,33,3321
26-Apr-16,938,1052,928,407,34,3358
27-Apr-16,945,1046,939,402,33,3366
28-Apr-16,967,1047,945,402,34,3395
29-Apr-16,978,1046,941,401,30,3395
30-Apr-16,996,1041,920,385,34,3376
01-May-16,958,984,861,372,27,3202
02-May-16,999,1045,911,390,28,3373
03-May-16,1016,1050,915,391,35,3407
04-May-16,986,1027,889,344,35,3281
05-May-16,920,1023,881,360,37,3221
06-May-16,952,995,829,378,36,3190
07-May-16,981,1017,834,372,37,3242
08-May-16,988,991,794,347,38,3159
09-May-16,1032,1001,847,378,38,3296
10-May-16,997,1002,855,384,38,3275
11-May-16,959,1024,841,374,41,3238
12-May-16,1041,1037,835,378,40,3331
13-May-16,1043,1032,868,372,32,3347
14-May-16,1041,1034,853,362,35,3325
15-May-16,1045,1005,794,360,33,3237
16-May-16,1068,1058,753,370,30,3279
17-May-16,1085,1064,753,374,32,3307
18-May-16,1097,1068,706,378,32,3281
19-May-16,1110,1058,701,380,38,3287
20-May-16,1118,1030,699,352,38,3236
21-May-16,1085,999,779,339,33,3234
22-May-16,1075,968,781,342,33,3200
23-May-16,912,1006,846,353,39,3156
24-May-16,808,1025,892,359,43,3127
25-May-16,907,1004,875,340,38,3163
26-May-16,944,1013,876,359,40,3232
27-May-16,989,1012,870,364,40,3274
28-May-16,992,1015,827,347,41,3222
29-May-16,810,986,788,345,40,2969
30-May-16,826,1025,834,367,40,3092
31-May-16,915,1037,847,372,38,3209
01-Jun-16,979,1039,834,355,42,3248
02-Jun-16,1026,1029,797,374,43,3269
03-Jun-16,1078,1021,810,378,45,3332
04-Jun-16,1092,1019,755,385,43,3294
05-Jun-16,1074,958,723,380,41,3176
06-Jun-16,1052,1013,769,390,41,3265
07-Jun-16,1049,1028,767,388,44,3276
08-Jun-16,1067,1026,746,390,43,3273
09-Jun-16,1065,1034,746,386,44,3275
10-Jun-16,1062,1012,760,389,43,3266
11-Jun-16,1012,999,754,393,42,3200
12-Jun-16,1029,960,736,385,40,3150
13-Jun-16,1073,1004,780,359,39,3255
14-Jun-16,1077,1016,806,357,43,3299
15-Jun-16,1107,1011,812,359,43,3332
16-Jun-16,1102,1018,839,366,43,3368
17-Jun-16,1149,1013,822,368,40,3393
18-Jun-16,1168,974,795,371,42,3349
19-Jun-16,1151,939,735,370,42,3237
20-Jun-16,1164,951,764,389,40,3308
21-Jun-16,1125,967,774,383,43,3291
22-Jun-16,1078,952,759,376,42,3207
23-Jun-16,1107,955,733,389,42,3226
24-Jun-16,1156,928,748,390,43,3266
25-Jun-16,1160,904,731,390,44,3228
26-Jun-16,1140,890,700,385,43,3159
27-Jun-16,1149,920,739,392,44,3243
28-Jun-16,1101,914,730,387,45,3178
29-Jun-16,1171,893,702,389,46,3201
30-Jun-16,1208,900,707,399,48,3261
01-Jul-16,1150,889,732,392,44,3207
02-Jul-16,932,879,742,386,42,2980
03-Jul-16,890,834,725,351,38,2838
04-Jul-16,967,848,784,349,39,2986
05-Jul-16,1054,849,794,350,43,3090
06-Jul-16,1033,840,790,358,44,3065
07-Jul-16,1132,854,791,374,43,3194
08-Jul-16,1154,845,777,369,45,3189
09-Jul-16,1094,828,755,375,44,3096
10-Jul-16,1070,808,711,366,42,2997
11-Jul-16,1104,840,806,374,43,3167
12-Jul-16,1108,821,787,372,43,3132
13-Jul-16,1116,811,823,400,45,3195
14-Jul-16,1123,836,843,399,45,3246
15-Jul-16,1064,853,858,384,44,3203
16-Jul-16,965,849,826,365,44,3049
17-Jul-16,865,826,780,358,42,2871
18-Jul-16,930,852,853,372,40,3047
19-Jul-16,1039,851,790,380,42,3102
20-Jul-16,1118,868,793,385,43,3207
21-Jul-16,1160,878,787,389,42,3256
22-Jul-16,1167,886,792,380,42,3267
23-Jul-16,1117,887,785,372,41,3203
24-Jul-16,1085,873,748,369,39,3113
25-Jul-16,1126,915,781,378,39,3239
26-Jul-16,1141,906,769,369,41,3225
27-Jul-16,1048,889,760,371,42,3110
28-Jul-16,1056,890,774,379,44,3142
29-Jul-16,1023,875,758,386,44,3085
30-Jul-16,998,877,695,385,44,2998
31-Jul-16,1009,833,695,369,42,2949
01-Aug-16,1020,845,732,368,45,3010
02-Aug-16,1023,826,736,365,47,2996
03-Aug-16,1069,822,753,364,48,3056
04-Aug-16,1114,831,788,372,45,3150
05-Aug-16,1138,813,806,374,44,3175
06-Aug-16,1091,798,799,363,45,3096
07-Aug-16,1019,760,793,359,42,2973
08-Aug-16,1050,794,848,360,46,3097
09-Aug-16,1065,816,872,365,43,3161
10-Aug-16,1050,813,886,365,45,3160
11-Aug-16,988,835,901,366,46,3137
12-Aug-16,967,843,902,367,46,3125
13-Aug-16,993,848,887,385,47,3159
